idx,나이,관심 아이템,관심 아웃도어
13560,35.0,,"[0,0,0,0,0,0,0,0,1,0]"
13561,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13562,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13563,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13564,42.0,,
13565,40.0,,
13566,29.0,,
13567,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13568,41.0,,
13569,39.0,,
13570,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13571,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13572,23.0,,"[0,0,0,0,0,0,1,0,0,0]"
13573,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13574,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13575,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13576,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13578,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13579,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13580,29.0,,
13581,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13582,37.0,,
13583,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13584,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13585,53.0,,
13586,30.0,,
13587,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13588,28.0,,"[0,0,0,0,0,0,1,0,0,0]"
13589,33.0,,
13590,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
13591,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13592,29.0,,"[0,0,0,1,0,0,0,0,0,0]"
13593,38.0,,"[0,0,0,0,0,1,0,0,0,0]"
13594,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
13595,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13596,42.0,,
13597,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13598,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13599,57.0,,"[1,0,0,0,0,0,0,0,0,0]"
13600,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13601,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13602,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13603,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13604,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13605,47.0,,"[0,0,0,0,0,0,0,0,0,1]"
13606,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13607,,,"[1,0,0,0,0,0,0,0,0,0]"
13608,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13609,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13610,32.0,,
13611,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13612,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13613,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13614,38.0,,
13615,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
13616,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13617,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
13618,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13619,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13620,40.0,,
13621,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
13622,27.0,,
13623,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13624,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13625,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13626,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13627,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13628,27.0,,"[0,0,0,0,0,0,1,0,0,0]"
13629,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13630,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13631,36.0,,"[0,0,0,0,1,0,0,0,0,0]"
13632,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13633,29.0,,"[0,0,0,0,0,0,0,0,1,0]"
13634,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13635,39.0,,"[0,0,0,0,0,1,0,0,0,0]"
13637,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
13638,17.0,,"[0,0,0,0,1,0,0,0,0,0]"
13639,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13640,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13641,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13642,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
13643,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13644,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13645,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13647,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13648,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13649,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13650,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13651,28.0,,
13652,28.0,,"[0,0,0,1,0,0,0,0,0,0]"
13654,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13655,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13656,41.0,,"[0,0,0,0,0,0,0,0,1,0]"
13657,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13658,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13659,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
13660,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13661,,,"[0,0,0,0,0,1,0,0,0,0]"
13681,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13682,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13683,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13684,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
13685,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13686,37.0,,"[0,0,0,0,0,0,0,0,1,0]"
13687,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13688,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13689,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13690,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13691,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
13692,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
13693,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13694,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13695,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13696,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13697,45.0,,
13698,42.0,,
13699,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13700,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13701,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13702,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13703,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13704,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13705,48.0,,"[0,0,0,0,0,0,0,0,0,1]"
13706,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13707,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13708,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13709,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13710,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13711,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13712,47.0,,
13713,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13714,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13715,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13716,29.0,,
13717,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13718,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13719,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13720,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13721,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13722,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13723,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
13724,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13726,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13727,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13728,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13729,20.0,,"[0,0,0,0,0,0,1,0,0,0]"
13730,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
13731,26.0,,"[0,0,0,0,0,0,0,0,1,0]"
13732,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13733,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13734,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13735,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13736,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13737,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13738,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13739,27.0,,"[0,0,0,0,1,0,0,0,0,0]"
13740,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13741,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13742,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13743,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13744,16.0,,"[1,0,0,0,0,0,0,0,0,0]"
13745,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13746,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13747,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13748,40.0,,
13749,33.0,,"[0,0,0,0,1,0,0,0,0,0]"
13750,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13751,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13752,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13753,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13754,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13755,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13756,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
13757,29.0,,
13758,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13759,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13760,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13761,24.0,,
13762,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13763,32.0,,
13764,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13765,20.0,,"[1,0,0,0,0,0,0,0,0,0]"
13766,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13767,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13768,45.0,,"[0,0,0,0,1,0,0,0,0,0]"
13769,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13770,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13771,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13772,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13773,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13774,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13775,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
13776,22.0,,
13777,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13778,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
13779,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
13780,29.0,,"[0,0,0,0,0,0,0,0,1,0]"
13781,26.0,,"[0,0,0,0,0,0,0,0,0,1]"
13782,54.0,,"[0,0,0,0,0,0,0,0,0,1]"
13783,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13784,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13785,37.0,,
13786,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13787,33.0,,"[0,0,0,0,1,0,0,0,0,0]"
13788,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
13789,43.0,,"[0,0,0,0,1,0,0,0,0,0]"
13790,27.0,,"[0,0,0,0,0,1,0,0,0,0]"
13791,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
13792,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13793,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13794,36.0,,"[0,0,0,0,0,0,1,0,0,0]"
13795,49.0,,"[0,0,0,0,0,0,0,0,0,1]"
13796,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13797,36.0,,"[0,1,0,0,0,0,0,0,0,0]"
13798,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13799,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13800,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
13801,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13802,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13803,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
13804,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13805,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13806,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13807,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13808,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13809,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13810,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13811,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
13813,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13814,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13815,30.0,,
13816,55.0,,"[0,0,0,0,0,0,0,0,0,1]"
13817,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13818,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13819,33.0,,"[0,0,0,0,1,0,0,0,0,0]"
13821,20.0,,"[0,1,0,0,0,0,0,0,0,0]"
13822,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13823,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13824,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13825,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13826,28.0,,"[0,1,0,0,0,0,0,0,0,0]"
13827,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13828,38.0,,"[0,0,0,0,1,0,0,0,0,0]"
13829,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13830,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13831,38.0,,
13832,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13833,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13834,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13835,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13836,32.0,,
13837,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13838,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13839,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13840,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13841,39.0,,
13842,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13843,32.0,,
13844,45.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
13845,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13846,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13847,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13848,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13849,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13850,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13851,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
13852,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13853,34.0,"[1,0,0]","[0,0,0,0,0,0,0,0,0,1]"
13854,44.0,,"[0,0,0,0,0,1,0,0,0,0]"
13855,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
13856,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13857,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13858,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13859,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13860,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13861,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13862,46.0,,"[0,0,0,0,0,0,1,0,0,0]"
13863,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13864,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13865,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13866,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
13867,44.0,,"[0,0,0,0,1,0,0,0,0,0]"
13868,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
13869,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
13870,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13871,44.0,,"[0,0,0,0,0,1,0,0,0,0]"
13872,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13873,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13874,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13875,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13876,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13877,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13878,36.0,,"[0,0,0,0,0,0,1,0,0,0]"
13879,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13880,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13881,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13882,23.0,,"[0,0,0,0,0,0,0,0,0,1]"
13883,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13884,48.0,,
13885,55.0,,"[1,0,0,0,0,0,0,0,0,0]"
13886,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13887,37.0,,"[0,0,0,0,0,1,0,0,0,0]"
13888,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13889,35.0,,"[0,0,0,0,0,0,1,0,0,0]"
13890,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13891,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13892,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13893,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13894,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13895,38.0,,
13896,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13897,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
13898,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
13899,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13900,36.0,,
13901,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13902,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13903,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13904,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13905,29.0,,
13906,26.0,,"[0,0,0,0,0,1,0,0,0,0]"
13907,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13908,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13909,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13910,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13911,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13912,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13913,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13914,32.0,,
13915,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13916,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13917,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13918,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13919,51.0,,
13920,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13922,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13923,25.0,,
13924,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13925,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
13926,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13927,31.0,,
13928,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13929,31.0,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
13930,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13931,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13932,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13933,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13934,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13935,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13936,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13937,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13938,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13939,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
13940,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13941,35.0,,"[0,0,0,1,0,0,0,0,0,0]"
13942,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13943,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13944,20.0,,
13945,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13946,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13947,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13948,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
13949,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13950,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13951,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13952,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13953,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
13954,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13955,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13956,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13957,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13964,42.0,,"[0,0,0,0,0,1,0,0,0,0]"
13965,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13966,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13967,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13968,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13969,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
13970,32.0,,
13971,31.0,,"[0,0,0,0,0,0,1,0,0,0]"
13972,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13973,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13974,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13975,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13976,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13977,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13978,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13979,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13980,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13981,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13982,,,"[1,0,0,0,0,0,0,0,0,0]"
13983,48.0,,
13984,44.0,,
13985,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13986,38.0,,"[0,0,1,0,0,0,0,0,0,0]"
13987,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13988,33.0,,
13989,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13990,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13991,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13992,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13993,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13994,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13995,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13996,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13997,31.0,,
13998,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13999,53.0,,"[1,0,0,0,0,0,0,0,0,0]"
14000,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
14001,32.0,,
14002,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
14003,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
14004,41.0,,
14005,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
14006,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
14007,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
14008,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
14009,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
14010,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
14011,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
14012,38.0,,"[0,0,0,0,0,0,0,0,1,0]"
14013,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
14014,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
14016,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
14017,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
14018,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
14019,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
14020,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
14021,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
14022,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
14023,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
14024,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
14025,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
14026,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
14027,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
14028,26.0,,"[0,0,0,0,0,1,0,0,0,0]"
14029,48.0,,"[0,0,0,0,0,1,0,0,0,0]"
14030,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
14031,38.0,,"[0,0,0,0,0,1,0,0,0,0]"
14032,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
14033,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
14034,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
14035,,,"[0,0,0,0,0,0,1,0,0,0]"
14036,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
14037,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
14038,32.0,,"[0,0,1,0,0,0,0,0,0,0]"
14039,42.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
14040,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
14041,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
14042,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
14043,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
14044,37.0,,
14045,30.0,,
14046,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
14047,,,
14048,34.0,,"[0,1,0,0,0,0,0,0,0,0]"
14055,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
14056,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
14057,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
14058,41.0,,
14059,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
14060,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
14061,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
14062,38.0,,"[0,0,0,0,0,1,0,0,0,0]"
14063,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
14064,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
14065,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
14066,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
14067,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
14068,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
14069,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
14070,38.0,,
14071,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
14072,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
